* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
302, none, nyctophobia:ancient_dead_coral_reef, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
303, none, nyctophobia:ancient_dead_coral_reef, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
304, none, nyctophobia:ancient_dead_coral_reef, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
305, none, nyctophobia:ancient_dead_coral_reef, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
306, none, nyctophobia:ancient_dead_coral_reef, AMBIENT, minecraft:bat, 10, 8, 8
307, none, nyctophobia:ancient_dead_coral_reef, AMBIENT, minecraft:bat, 10, 8, 8
308, none, nyctophobia:ancient_dead_coral_reef, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
309, none, nyctophobia:ancient_dead_coral_reef, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
310, none, nyctophobia:ancient_dead_coral_reef, WATER_CREATURE, minecraft:squid, 10, 1, 4
311, none, nyctophobia:ancient_dead_coral_reef, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
312, none, nyctophobia:ancient_dead_coral_reef, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
313, none, nyctophobia:ancient_dead_coral_reef, WATER_AMBIENT, minecraft:cod, 15, 3, 6
314, none, nyctophobia:ancient_dead_coral_reef, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
315, none, nyctophobia:ancient_dead_coral_reef, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
316, none, nyctophobia:ancient_dead_coral_reef, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
317, none, terralith:ancient_sands, MONSTER, minecraft:spider, 80, 4, 4
318, none, terralith:ancient_sands, MONSTER, minecraft:zombie, 19, 4, 4
319, none, terralith:ancient_sands, MONSTER, minecraft:zombie_villager, 10, 1, 1
320, none, terralith:ancient_sands, MONSTER, minecraft:skeleton, 80, 4, 4
321, none, terralith:ancient_sands, MONSTER, minecraft:creeper, 80, 4, 4
322, none, terralith:ancient_sands, MONSTER, minecraft:slime, 80, 4, 4
323, none, terralith:ancient_sands, MONSTER, minecraft:enderman, 5, 1, 4
324, none, terralith:ancient_sands, MONSTER, minecraft:witch, 5, 1, 1
325, none, terralith:ancient_sands, MONSTER, minecraft:husk, 80, 4, 4
326, none, terralith:ancient_sands, MONSTER, graveyard:nightmare, 10, 1, 1
327, none, terralith:ancient_sands, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
328, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
329, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
330, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
331, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
332, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
333, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
334, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
335, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
336, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
337, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
339, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
340, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
341, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
342, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
343, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
344, none, terralith:ancient_sands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
345, none, terralith:ancient_sands, CREATURE, minecraft:rabbit, 10, 2, 3
346, none, terralith:ancient_sands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
347, none, terralith:ancient_sands, AMBIENT, minecraft:bat, 10, 8, 8
348, none, terralith:ancient_sands, AMBIENT, distantfriends:friend, 20, 1, 2
349, none, terralith:ancient_sands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
350, none, terralith:ancient_sands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
351, none, terralith:ancient_sands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
352, none, terralith:ancient_sands, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
353, none, terralith:ancient_sands, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
354, none, terralith:ancient_sands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
355, none, terralith:arid_highlands, MONSTER, minecraft:spider, 80, 4, 4
356, none, terralith:arid_highlands, MONSTER, minecraft:zombie, 80, 4, 4
357, none, terralith:arid_highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
358, none, terralith:arid_highlands, MONSTER, minecraft:skeleton, 80, 4, 4
359, none, terralith:arid_highlands, MONSTER, minecraft:creeper, 80, 4, 4
360, none, terralith:arid_highlands, MONSTER, minecraft:slime, 80, 4, 4
361, none, terralith:arid_highlands, MONSTER, minecraft:enderman, 5, 1, 4
362, none, terralith:arid_highlands, MONSTER, minecraft:witch, 5, 1, 1
363, none, terralith:arid_highlands, MONSTER, graveyard:nightmare, 10, 1, 1
364, none, terralith:arid_highlands, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
365, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
366, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
367, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
368, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
369, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
370, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
371, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
372, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
373, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
374, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
376, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
377, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
378, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
379, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
380, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
381, none, terralith:arid_highlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
382, none, terralith:arid_highlands, CREATURE, minecraft:sheep, 12, 4, 4
383, none, terralith:arid_highlands, CREATURE, minecraft:pig, 10, 4, 4
384, none, terralith:arid_highlands, CREATURE, minecraft:chicken, 10, 4, 4
385, none, terralith:arid_highlands, CREATURE, minecraft:cow, 10, 4, 4
386, none, terralith:arid_highlands, CREATURE, minecraft:horse, 10, 1, 3
387, none, terralith:arid_highlands, CREATURE, minecraft:donkey, 10, 1, 1
388, none, terralith:arid_highlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
389, none, terralith:arid_highlands, AMBIENT, minecraft:bat, 10, 8, 8
390, none, terralith:arid_highlands, AMBIENT, distantfriends:friend, 20, 1, 2
391, none, terralith:arid_highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
392, none, terralith:arid_highlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
393, none, terralith:arid_highlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
394, none, terralith:arid_highlands, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
395, none, terralith:arid_highlands, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
396, none, terralith:arid_highlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
397, none, terralith:ashen_savanna, MONSTER, minecraft:spider, 80, 4, 4
398, none, terralith:ashen_savanna, MONSTER, minecraft:zombie, 80, 4, 4
399, none, terralith:ashen_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
400, none, terralith:ashen_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
401, none, terralith:ashen_savanna, MONSTER, minecraft:creeper, 80, 4, 4
402, none, terralith:ashen_savanna, MONSTER, minecraft:slime, 80, 4, 4
403, none, terralith:ashen_savanna, MONSTER, minecraft:enderman, 5, 1, 4
404, none, terralith:ashen_savanna, MONSTER, minecraft:witch, 5, 1, 1
405, none, terralith:ashen_savanna, MONSTER, graveyard:nightmare, 10, 1, 1
406, none, terralith:ashen_savanna, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
407, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
408, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
409, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
410, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
411, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
412, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
413, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
414, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
415, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
416, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
418, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
419, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
420, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
421, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
422, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
423, none, terralith:ashen_savanna, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
424, none, terralith:ashen_savanna, CREATURE, minecraft:sheep, 12, 4, 4
425, none, terralith:ashen_savanna, CREATURE, minecraft:pig, 10, 4, 4
426, none, terralith:ashen_savanna, CREATURE, minecraft:chicken, 10, 4, 4
427, none, terralith:ashen_savanna, CREATURE, minecraft:cow, 10, 4, 4
428, none, terralith:ashen_savanna, CREATURE, minecraft:horse, 10, 1, 3
429, none, terralith:ashen_savanna, CREATURE, minecraft:donkey, 10, 1, 1
430, none, terralith:ashen_savanna, CREATURE, minecraft:llama, 10, 2, 2
431, none, terralith:ashen_savanna, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
432, none, terralith:ashen_savanna, AMBIENT, minecraft:bat, 10, 8, 8
433, none, terralith:ashen_savanna, AMBIENT, distantfriends:friend, 20, 1, 2
434, none, terralith:ashen_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
435, none, terralith:ashen_savanna, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
436, none, terralith:ashen_savanna, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
437, none, terralith:ashen_savanna, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
438, none, terralith:ashen_savanna, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
439, none, terralith:ashen_savanna, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
440, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
441, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
442, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
443, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
444, badlands, minecraft:badlands, MONSTER, minecraft:creeper, 80, 4, 4
445, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
446, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
447, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
448, badlands, minecraft:badlands, MONSTER, graveyard:nightmare, 10, 1, 1
449, badlands, minecraft:badlands, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
450, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
451, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
452, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
453, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
454, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
455, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
456, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
457, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
458, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
459, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
461, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
462, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
463, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
464, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
465, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
466, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
469, badlands, minecraft:badlands, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
471, badlands, minecraft:badlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
472, badlands, minecraft:badlands, CREATURE, crockpot:volt_goat, 50, 1, 3
473, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
474, badlands, minecraft:badlands, AMBIENT, distantfriends:friend, 20, 1, 2
476, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
477, badlands, minecraft:badlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
478, badlands, minecraft:badlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
479, badlands, minecraft:badlands, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
480, badlands, minecraft:badlands, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
481, badlands, minecraft:badlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
482, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
483, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
484, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
485, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
486, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
487, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
488, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
489, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
490, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
491, jungle, minecraft:bamboo_jungle, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
492, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
493, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
494, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
495, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
496, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
497, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
498, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
499, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
501, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
502, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
504, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
505, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
506, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
507, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
508, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
509, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
511, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:corpse_fly, 20, 2, 4
512, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:swarmer, 20, 1, 2
514, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
516, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
517, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
518, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
519, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
520, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
521, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
522, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
523, jungle, minecraft:bamboo_jungle, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
524, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
525, jungle, minecraft:bamboo_jungle, AMBIENT, distantfriends:friend, 20, 1, 2
527, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
528, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
529, jungle, minecraft:bamboo_jungle, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
530, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
531, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
532, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
533, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, fishofthieves:wildsplash, 10, 2, 4
534, jungle, minecraft:bamboo_jungle, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
535, none, terralith:basalt_cliffs, MONSTER, minecraft:spider, 80, 4, 4
536, none, terralith:basalt_cliffs, MONSTER, minecraft:zombie, 80, 4, 4
537, none, terralith:basalt_cliffs, MONSTER, minecraft:zombie_villager, 10, 1, 1
538, none, terralith:basalt_cliffs, MONSTER, minecraft:skeleton, 80, 4, 4
539, none, terralith:basalt_cliffs, MONSTER, minecraft:creeper, 80, 4, 4
540, none, terralith:basalt_cliffs, MONSTER, minecraft:slime, 80, 4, 4
541, none, terralith:basalt_cliffs, MONSTER, minecraft:enderman, 5, 1, 4
542, none, terralith:basalt_cliffs, MONSTER, minecraft:witch, 5, 1, 1
543, none, terralith:basalt_cliffs, MONSTER, graveyard:nightmare, 10, 1, 1
544, none, terralith:basalt_cliffs, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
545, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
546, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
547, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
548, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
549, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
550, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
551, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
552, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
553, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
554, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
556, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
557, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
558, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
559, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
560, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
561, none, terralith:basalt_cliffs, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
562, none, terralith:basalt_cliffs, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
563, none, terralith:basalt_cliffs, AMBIENT, minecraft:bat, 10, 8, 8
564, none, terralith:basalt_cliffs, AMBIENT, distantfriends:friend, 20, 1, 2
565, none, terralith:basalt_cliffs, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
566, none, terralith:basalt_cliffs, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
567, none, terralith:basalt_cliffs, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
